Number,Date-Time,Temp(°C),Salinity(psu),Conduct(mS/cm),Velocity(m/sec)
411,21.04.2024 17:00:00,"13,58","0,37","0,58","1460,54"
412,21.04.2024 19:00:00,"11,11","0,39","0,58","1451,29"
413,21.04.2024 21:00:00,"9,40","0,41","0,58","1444,61"
414,21.04.2024 23:00:00,"8,40","0,42","0,58","1440,54"
415,22.04.2024 01:00:00,"8,02","0,42","0,58","1439,01"
416,22.04.2024 03:00:00,"7,20","0,43","0,58","1435,57"
417,22.04.2024 05:00:00,"6,60","0,44","0,58","1433,07"
418,22.04.2024 07:00:00,"6,29","0,45","0,58","1431,71"
419,22.04.2024 09:00:00,"7,09","0,44","0,58","1435,14"
420,22.04.2024 11:00:00,"12,83","0,41","0,63","1457,83"
421,22.04.2024 13:00:00,"15,96","0,33","0,56","1468,89"
422,22.04.2024 15:00:00,"17,47","0,44","0,76","1474,11"
423,22.04.2024 17:00:00,"16,59","0,34","0,58","1471,08"
424,22.04.2024 19:00:00,"13,83","0,36","0,58","1461,45"
425,22.04.2024 21:00:00,"11,65","0,40","0,61","1453,40"
426,22.04.2024 23:00:00,"9,90","0,40","0,58","1446,59"
427,23.04.2024 01:00:00,"8,63","0,42","0,58","1441,51"
428,23.04.2024 03:00:00,"7,68","0,41","0,56","1437,57"
429,23.04.2024 05:00:00,"6,92","0,44","0,58","1434,40"
430,23.04.2024 07:00:00,"6,64","0,44","0,58","1433,22"
431,23.04.2024 09:00:00,"7,65","0,41","0,56","1437,42"
432,23.04.2024 11:00:00,"13,11","0,35","0,56","1458,81"
433,23.04.2024 13:00:00,"16,32","0,31","0,53","1470,12"
434,23.04.2024 15:00:00,"17,26","0,32","0,56","1473,28"
435,23.04.2024 17:00:00,"15,93","0,33","0,56","1468,79"
436,23.04.2024 19:00:00,"12,58","0,36","0,56","1456,83"
437,23.04.2024 21:00:00,"10,65","0,38","0,56","1449,52"
438,23.04.2024 23:00:00,"9,00","0,41","0,58","1443,00"
439,24.04.2024 01:00:00,"8,19","0,40","0,56","1439,68"
440,24.04.2024 03:00:00,"7,61","0,41","0,56","1437,28"
441,24.04.2024 05:00:00,"7,20","0,43","0,58","1435,57"
442,24.04.2024 07:00:00,"7,47","0,43","0,58","1436,73"
443,24.04.2024 09:00:00,"8,40","0,40","0,56","1440,52"
444,24.04.2024 11:00:00,"9,83","0,39","0,56","1446,30"
445,24.04.2024 13:00:00,"10,49","0,38","0,56","1448,88"
446,24.04.2024 15:00:00,"10,03","0,38","0,56","1447,08"
447,24.04.2024 17:00:00,"9,96","0,38","0,56","1446,82"
448,24.04.2024 19:00:00,"9,17","0,41","0,58","1443,68"
449,24.04.2024 21:00:00,"8,33","0,42","0,58","1440,26"
450,24.04.2024 23:00:00,"6,67","0,46","0,61","1433,39"
451,25.04.2024 01:00:00,"6,04","0,59","0,76","1430,83"
452,25.04.2024 03:00:00,"5,76","0,57","0,73","1429,57"
453,25.04.2024 05:00:00,"5,40","0,50","0,63","1427,91"
454,25.04.2024 07:00:00,"5,51","0,48","0,61","1428,36"
455,25.04.2024 09:00:00,"6,57","0,48","0,63","1432,97"
456,25.04.2024 11:00:00,"12,58","0,68","1,03","1457,22"
457,25.04.2024 13:00:00,"14,79","0,37","0,61","1464,89"
458,25.04.2024 15:00:00,"17,11","0,32","0,56","1472,78"
459,25.04.2024 17:00:00,"16,66","0,32","0,56","1471,26"
460,25.04.2024 19:00:00,"13,49","0,37","0,58","1460,20"
461,25.04.2024 21:00:00,"11,14","0,39","0,58","1451,42"
462,25.04.2024 23:00:00,"9,50","0,41","0,58","1445,01"
463,26.04.2024 01:00:00,"8,16","0,40","0,56","1439,54"
464,26.04.2024 03:00:00,"7,20","0,43","0,58","1435,57"
465,26.04.2024 05:00:00,"6,46","0,42","0,56","1432,44"
466,26.04.2024 07:00:00,"6,08","0,43","0,56","1430,78"
467,26.04.2024 09:00:00,"7,27","0,41","0,56","1435,84"
468,26.04.2024 11:00:00,"13,11","0,34","0,53","1458,79"
469,26.04.2024 13:00:00,"16,41","0,30","0,51","1470,41"
470,26.04.2024 15:00:00,"18,04","0,30","0,53","1475,83"
471,26.04.2024 17:00:00,"16,87","0,31","0,53","1471,96"
472,26.04.2024 19:00:00,"13,93","0,35","0,56","1461,76"
473,26.04.2024 21:00:00,"11,49","0,37","0,56","1452,75"
474,26.04.2024 23:00:00,"9,93","0,38","0,56","1446,69"
475,27.04.2024 01:00:00,"8,73","0,42","0,58","1441,92"
476,27.04.2024 03:00:00,"8,09","0,40","0,56","1439,26"
477,27.04.2024 05:00:00,"7,47","0,41","0,56","1436,71"
478,27.04.2024 07:00:00,"7,16","0,42","0,56","1435,40"
479,27.04.2024 09:00:00,"8,53","0,40","0,56","1441,07"
480,27.04.2024 11:00:00,"13,86","0,33","0,53","1461,52"
481,27.04.2024 13:00:00,"17,62","0,30","0,53","1474,46"
482,27.04.2024 15:00:00,"19,76","0,29","0,53","1481,33"
483,27.04.2024 17:00:00,"18,55","0,30","0,53","1477,47"
484,27.04.2024 19:00:00,"15,04","0,34","0,56","1465,71"
485,27.04.2024 21:00:00,"12,80","0,36","0,56","1457,65"
486,27.04.2024 23:00:00,"11,46","0,37","0,56","1452,63"
487,28.04.2024 01:00:00,"10,26","0,38","0,56","1447,99"
488,28.04.2024 03:00:00,"9,57","0,41","0,58","1445,27"
489,28.04.2024 05:00:00,"9,20","0,39","0,56","1443,79"
490,28.04.2024 07:00:00,"9,20","0,39","0,56","1443,79"
491,28.04.2024 09:00:00,"10,13","0,37","0,53","1447,45"
492,28.04.2024 11:00:00,"14,45","0,31","0,51","1463,61"
493,28.04.2024 13:00:00,"14,27","0,33","0,53","1462,97"
494,28.04.2024 15:00:00,"14,73","0,32","0,53","1464,61"
495,28.04.2024 17:00:00,"13,36","0,34","0,53","1459,71"
496,28.04.2024 19:00:00,"11,88","0,37","0,56","1454,21"
497,28.04.2024 21:00:00,"10,94","0,36","0,53","1450,63"
498,28.04.2024 23:00:00,"10,36","0,36","0,53","1448,35"
499,29.04.2024 01:00:00,"9,96","0,37","0,53","1446,80"
500,29.04.2024 03:00:00,"9,70","0,40","0,58","1445,80"
501,29.04.2024 05:00:00,"9,03","0,41","0,58","1443,14"
502,29.04.2024 07:00:00,"8,97","0,39","0,56","1442,85"
503,29.04.2024 09:00:00,"10,36","0,36","0,53","1448,35"
504,29.04.2024 11:00:00,"16,26","0,30","0,51","1469,89"
505,29.04.2024 13:00:00,"20,80","0,27","0,51","1484,49"
506,29.04.2024 15:00:00,"23,14","0,26","0,51","1491,41"
507,29.04.2024 17:00:00,"24,04","0,25","0,51","1493,97"
508,29.04.2024 19:00:00,"20,27","0,30","0,56","1482,90"
509,29.04.2024 21:00:00,"16,90","0,31","0,53","1472,06"
510,29.04.2024 23:00:00,"14,82","0,34","0,56","1464,96"
511,30.04.2024 01:00:00,"13,33","0,35","0,56","1459,61"
512,30.04.2024 03:00:00,"12,01","0,35","0,53","1454,67"
513,30.04.2024 05:00:00,"11,04","0,37","0,56","1451,02"
514,30.04.2024 07:00:00,"11,14","0,36","0,53","1451,38"
515,30.04.2024 09:00:00,"12,10","0,35","0,53","1455,03"
516,30.04.2024 11:00:00,"17,80","0,29","0,51","1475,03"
517,30.04.2024 13:00:00,"20,32","0,27","0,51","1483,05"
518,30.04.2024 15:00:00,"19,26","0,28","0,51","1479,73"
519,30.04.2024 17:00:00,"17,50","0,29","0,51","1474,04"
520,30.04.2024 19:00:00,"14,76","0,32","0,53","1464,72"
521,30.04.2024 21:00:00,"13,30","0,34","0,53","1459,48"
522,30.04.2024 23:00:00,"12,39","0,34","0,53","1456,10"
523,01.05.2024 01:00:00,"11,75","0,37","0,56","1453,73"
524,01.05.2024 03:00:00,"11,33","0,37","0,56","1452,14"
525,01.05.2024 05:00:00,"10,94","0,37","0,56","1450,65"
526,01.05.2024 07:00:00,"10,88","0,38","0,56","1450,40"
527,01.05.2024 09:00:00,"11,46","0,37","0,56","1452,63"
528,01.05.2024 11:00:00,"13,30","0,34","0,53","1459,48"
529,01.05.2024 13:00:00,"16,23","0,30","0,51","1469,79"
530,01.05.2024 15:00:00,"17,50","0,29","0,51","1474,04"
531,01.05.2024 17:00:00,"17,71","0,29","0,51","1474,73"
532,01.05.2024 19:00:00,"15,22","0,32","0,53","1466,34"
533,01.05.2024 21:00:00,"13,11","0,35","0,56","1458,81"
534,01.05.2024 23:00:00,"12,01","0,36","0,56","1454,69"
535,02.05.2024 01:00:00,"11,11","0,37","0,56","1451,27"
536,02.05.2024 03:00:00,"10,29","0,38","0,56","1448,12"
537,02.05.2024 05:00:00,"9,73","0,39","0,56","1445,91"
538,02.05.2024 07:00:00,"9,96","0,37","0,53","1446,80"
539,02.05.2024 09:00:00,"10,62","0,34","0,51","1449,35"
540,02.05.2024 11:00:00,"10,55","0,36","0,53","1449,12"
541,02.05.2024 13:00:00,"12,55","0,34","0,53","1456,69"
542,02.05.2024 15:00:00,"11,88","0,37","0,56","1454,21"
543,02.05.2024 17:00:00,"11,36","0,37","0,56","1452,26"
544,02.05.2024 19:00:00,"10,94","0,37","0,56","1450,65"
545,02.05.2024 21:00:00,"10,68","0,39","0,58","1449,66"
546,02.05.2024 23:00:00,"10,33","0,38","0,56","1448,24"
547,03.05.2024 01:00:00,"10,23","0,38","0,56","1447,86"
548,03.05.2024 03:00:00,"9,43","0,41","0,58","1444,74"
549,03.05.2024 05:00:00,"8,70","0,40","0,56","1441,76"
550,03.05.2024 07:00:00,"8,53","0,40","0,56","1441,07"
551,03.05.2024 09:00:00,"10,78","0,43","0,63","1450,09"
552,03.05.2024 11:00:00,"15,81","0,32","0,53","1468,35"
553,03.05.2024 13:00:00,"19,97","0,27","0,51","1481,96"
554,03.05.2024 15:00:00,"20,62","0,26","0,48","1483,94"
555,03.05.2024 17:00:00,"20,06","0,27","0,51","1482,23"
556,03.05.2024 19:00:00,"17,08","0,29","0,51","1472,65"
557,03.05.2024 21:00:00,"15,04","0,31","0,51","1465,68"
558,03.05.2024 23:00:00,"13,52","0,33","0,53","1460,28"
559,04.05.2024 01:00:00,"12,70","0,34","0,53","1457,28"
560,04.05.2024 03:00:00,"12,07","0,35","0,53","1454,91"
561,04.05.2024 05:00:00,"11,46","0,37","0,56","1452,63"
562,04.05.2024 07:00:00,"11,17","0,36","0,53","1451,50"
563,04.05.2024 09:00:00,"12,55","0,34","0,53","1456,69"
564,04.05.2024 11:00:00,"15,35","0,32","0,53","1466,77"
565,04.05.2024 13:00:00,"18,81","0,27","0,48","1478,30"
566,04.05.2024 15:00:00,"21,18","0,24","0,46","1485,62"
567,04.05.2024 17:00:00,"20,32","0,27","0,51","1483,05"
568,04.05.2024 19:00:00,"17,50","0,29","0,51","1474,04"
569,04.05.2024 21:00:00,"15,53","0,30","0,51","1467,39"
570,04.05.2024 23:00:00,"14,39","0,31","0,51","1463,39"
571,05.05.2024 01:00:00,"13,68","0,33","0,53","1460,85"
572,05.05.2024 03:00:00,"13,11","0,34","0,53","1458,79"
573,05.05.2024 05:00:00,"12,36","0,34","0,53","1455,99"
574,05.05.2024 07:00:00,"11,91","0,35","0,53","1454,31"
575,05.05.2024 09:00:00,"13,77","0,32","0,51","1461,16"
576,05.05.2024 11:00:00,"16,26","0,30","0,51","1469,89"
577,05.05.2024 13:00:00,"17,11","0,28","0,48","1472,73"
578,05.05.2024 15:00:00,"15,84","0,30","0,51","1468,44"
579,05.05.2024 17:00:00,"13,96","0,33","0,53","1461,86"
580,05.05.2024 19:00:00,"12,70","0,32","0,51","1457,26"
581,05.05.2024 21:00:00,"11,56","0,35","0,53","1452,98"
582,05.05.2024 23:00:00,"10,91","0,36","0,53","1450,50"
583,06.05.2024 01:00:00,"10,49","0,38","0,56","1448,88"
584,06.05.2024 03:00:00,"10,16","0,38","0,56","1447,60"
585,06.05.2024 05:00:00,"10,06","0,40","0,58","1447,24"
586,06.05.2024 07:00:00,"10,16","0,40","0,58","1447,62"
587,06.05.2024 09:00:00,"11,20","0,42","0,63","1451,71"
588,06.05.2024 11:00:00,"12,26","0,38","0,58","1455,67"
589,06.05.2024 13:00:00,"13,30","0,35","0,56","1459,50"
590,06.05.2024 15:00:00,"13,52","0,35","0,56","1460,30"
591,06.05.2024 17:00:00,"14,21","0,33","0,53","1462,75"
592,06.05.2024 19:00:00,"13,05","0,34","0,53","1458,56"
593,06.05.2024 21:00:00,"11,72","0,37","0,56","1453,61"
594,06.05.2024 23:00:00,"11,07","0,37","0,56","1451,15"
595,07.05.2024 01:00:00,"10,49","0,36","0,53","1448,86"
596,07.05.2024 03:00:00,"10,00","0,37","0,53","1446,93"
597,07.05.2024 05:00:00,"9,60","0,39","0,56","1445,38"
598,07.05.2024 07:00:00,"9,50","0,39","0,56","1444,99"
599,07.05.2024 09:00:00,"12,36","0,34","0,53","1455,99"
600,07.05.2024 11:00:00,"16,72","0,28","0,48","1471,41"
601,07.05.2024 13:00:00,"20,44","0,26","0,48","1483,40"
602,07.05.2024 15:00:00,"22,09","0,25","0,48","1488,34"
603,07.05.2024 17:00:00,"21,32","0,25","0,48","1486,08"
604,07.05.2024 19:00:00,"17,53","0,29","0,51","1474,14"
605,07.05.2024 21:00:00,"15,65","0,30","0,51","1467,81"
606,07.05.2024 23:00:00,"14,24","0,31","0,51","1462,84"
607,08.05.2024 01:00:00,"13,15","0,34","0,53","1458,91"
608,08.05.2024 03:00:00,"12,36","0,34","0,53","1455,99"
609,08.05.2024 05:00:00,"11,59","0,35","0,53","1453,10"
610,08.05.2024 07:00:00,"11,14","0,36","0,53","1451,38"
611,08.05.2024 09:00:00,"14,11","0,33","0,53","1462,41"
612,08.05.2024 11:00:00,"15,53","0,30","0,51","1467,39"
613,08.05.2024 13:00:00,"14,39","0,31","0,51","1463,39"
614,08.05.2024 15:00:00,"12,39","0,18","0,28","1455,91"
615,08.05.2024 17:00:00,"9,87","0,21","0,31","1446,22"
616,08.05.2024 19:00:00,"11,01","0,20","0,31","1450,69"
617,08.05.2024 21:00:00,"12,13","0,20","0,31","1454,97"
618,08.05.2024 23:00:00,"12,83","0,16","0,26","1457,53"
619,09.05.2024 01:00:00,"13,27","0,16","0,26","1459,16"
620,09.05.2024 03:00:00,"13,62","0,18","0,28","1460,43"
621,09.05.2024 05:00:00,"13,86","0,17","0,28","1461,33"
622,09.05.2024 07:00:00,"14,11","0,17","0,28","1462,23"
623,09.05.2024 09:00:00,"14,24","0,17","0,28","1462,67"
624,09.05.2024 11:00:00,"14,33","0,17","0,28","1463,00"
625,09.05.2024 13:00:00,"14,39","0,17","0,28","1463,23"
626,09.05.2024 15:00:00,"14,42","0,17","0,28","1463,34"
627,09.05.2024 17:00:00,"14,49","0,17","0,28","1463,56"
628,09.05.2024 19:00:00,"14,73","0,16","0,26","1464,41"
629,09.05.2024 21:00:00,"14,86","0,16","0,26","1464,85"
630,09.05.2024 23:00:00,"14,92","0,16","0,26","1465,07"
631,10.05.2024 01:00:00,"14,92","0,16","0,26","1465,07"
632,10.05.2024 03:00:00,"14,89","0,16","0,26","1464,96"
633,10.05.2024 05:00:00,"14,89","0,16","0,26","1464,96"
634,10.05.2024 07:00:00,"14,95","0,16","0,26","1465,17"
635,10.05.2024 09:00:00,"15,01","0,16","0,26","1465,39"
636,10.05.2024 11:00:00,"14,98","0,16","0,26","1465,28"
637,10.05.2024 13:00:00,"14,95","0,16","0,26","1465,17"
638,10.05.2024 15:00:00,"14,92","0,16","0,26","1465,07"
639,10.05.2024 17:00:00,"14,92","0,16","0,26","1465,07"
640,10.05.2024 19:00:00,"14,92","0,16","0,26","1465,07"
641,10.05.2024 21:00:00,"14,92","0,16","0,26","1465,07"
642,10.05.2024 23:00:00,"14,89","0,16","0,26","1464,96"
643,11.05.2024 01:00:00,"14,98","0,16","0,26","1465,28"
644,11.05.2024 03:00:00,"15,04","0,15","0,26","1465,50"
645,11.05.2024 05:00:00,"15,04","0,15","0,26","1465,50"
646,11.05.2024 07:00:00,"15,07","0,15","0,26","1465,61"
647,11.05.2024 09:00:00,"15,07","0,15","0,26","1465,61"
648,11.05.2024 11:00:00,"15,04","0,15","0,26","1465,50"
649,11.05.2024 13:00:00,"15,07","0,15","0,26","1465,61"
650,11.05.2024 15:00:00,"15,10","0,15","0,26","1465,71"
651,11.05.2024 17:00:00,"15,22","0,15","0,26","1466,14"
652,11.05.2024 19:00:00,"15,22","0,15","0,26","1466,14"
653,11.05.2024 21:00:00,"15,07","0,15","0,26","1465,61"
654,11.05.2024 23:00:00,"14,98","0,16","0,26","1465,28"
655,12.05.2024 01:00:00,"14,98","0,16","0,26","1465,28"
656,12.05.2024 03:00:00,"15,04","0,15","0,26","1465,50"
657,12.05.2024 05:00:00,"15,07","0,15","0,26","1465,61"
658,12.05.2024 07:00:00,"15,10","0,15","0,26","1465,71"
659,12.05.2024 09:00:00,"15,10","0,15","0,26","1465,71"
660,12.05.2024 11:00:00,"15,16","0,15","0,26","1465,93"
661,12.05.2024 13:00:00,"15,29","0,15","0,26","1466,36"
662,12.05.2024 15:00:00,"15,35","0,15","0,26","1466,57"
663,12.05.2024 17:00:00,"15,35","0,15","0,26","1466,57"
664,12.05.2024 19:00:00,"15,35","0,14","0,24","1466,55"
665,12.05.2024 21:00:00,"15,32","0,15","0,26","1466,46"
666,12.05.2024 23:00:00,"15,29","0,15","0,26","1466,36"
667,13.05.2024 01:00:00,"15,25","0,14","0,24","1466,23"
668,13.05.2024 03:00:00,"15,22","0,15","0,26","1466,14"
669,13.05.2024 05:00:00,"15,16","0,15","0,26","1465,93"
670,13.05.2024 07:00:00,"15,13","0,15","0,26","1465,82"
671,13.05.2024 09:00:00,"15,16","0,15","0,26","1465,93"
672,13.05.2024 11:00:00,"15,16","0,15","0,26","1465,93"
673,13.05.2024 13:00:00,"14,98","0,16","0,26","1465,28"
674,13.05.2024 15:00:00,"15,01","0,16","0,26","1465,39"
675,13.05.2024 17:00:00,"15,22","0,15","0,26","1466,14"
676,13.05.2024 19:00:00,"15,32","0,15","0,26","1466,46"
677,13.05.2024 21:00:00,"15,35","0,15","0,26","1466,57"
678,13.05.2024 23:00:00,"15,38","0,15","0,26","1466,68"
679,14.05.2024 01:00:00,"15,38","0,15","0,26","1466,68"
680,14.05.2024 03:00:00,"15,32","0,14","0,24","1466,45"
681,14.05.2024 05:00:00,"15,29","0,15","0,26","1466,36"
682,14.05.2024 07:00:00,"15,25","0,15","0,26","1466,25"
683,14.05.2024 09:00:00,"15,29","0,15","0,26","1466,36"
684,14.05.2024 11:00:00,"15,29","0,15","0,26","1466,36"
685,14.05.2024 13:00:00,"15,29","0,14","0,24","1466,34"
686,14.05.2024 15:00:00,"15,38","0,14","0,24","1466,66"
687,14.05.2024 17:00:00,"15,53","0,14","0,24","1467,19"
688,14.05.2024 19:00:00,"15,62","0,15","0,26","1467,53"
689,14.05.2024 21:00:00,"15,65","0,15","0,26","1467,63"
690,14.05.2024 23:00:00,"15,68","0,15","0,26","1467,74"
691,15.05.2024 01:00:00,"15,68","0,14","0,24","1467,72"
692,15.05.2024 03:00:00,"15,68","0,15","0,26","1467,74"
693,15.05.2024 05:00:00,"15,62","0,14","0,24","1467,51"
694,15.05.2024 07:00:00,"15,59","0,15","0,26","1467,42"
695,15.05.2024 09:00:00,"15,62","0,14","0,24","1467,51"
696,15.05.2024 11:00:00,"15,62","0,14","0,24","1467,51"
697,15.05.2024 13:00:00,"15,65","0,15","0,26","1467,63"
698,15.05.2024 15:00:00,"15,65","0,14","0,24","1467,62"
699,15.05.2024 17:00:00,"15,68","0,14","0,24","1467,72"
700,15.05.2024 19:00:00,"15,74","0,15","0,26","1467,95"
701,15.05.2024 21:00:00,"15,74","0,14","0,24","1467,93"
702,15.05.2024 23:00:00,"15,77","0,14","0,24","1468,04"
703,16.05.2024 01:00:00,"15,81","0,14","0,24","1468,14"
704,16.05.2024 03:00:00,"15,84","0,15","0,26","1468,26"
705,16.05.2024 05:00:00,"15,84","0,14","0,24","1468,25"
706,16.05.2024 07:00:00,"15,81","0,15","0,26","1468,16"
707,16.05.2024 09:00:00,"15,81","0,15","0,26","1468,16"
708,16.05.2024 11:00:00,"15,81","0,15","0,26","1468,16"
709,16.05.2024 13:00:00,"15,84","0,14","0,24","1468,25"
710,16.05.2024 15:00:00,"15,84","0,14","0,24","1468,25"
711,16.05.2024 17:00:00,"15,84","0,14","0,24","1468,25"
712,16.05.2024 19:00:00,"15,87","0,14","0,24","1468,35"
713,16.05.2024 21:00:00,"15,90","0,14","0,24","1468,46"
714,16.05.2024 23:00:00,"15,96","0,15","0,26","1468,68"
715,17.05.2024 01:00:00,"15,96","0,14","0,24","1468,67"
716,17.05.2024 03:00:00,"15,96","0,14","0,24","1468,67"
717,17.05.2024 05:00:00,"15,99","0,15","0,26","1468,79"
718,17.05.2024 07:00:00,"15,96","0,14","0,24","1468,67"
719,17.05.2024 09:00:00,"15,93","0,14","0,24","1468,56"
720,17.05.2024 11:00:00,"15,93","0,14","0,24","1468,56"
721,17.05.2024 13:00:00,"15,96","0,15","0,26","1468,68"
722,17.05.2024 15:00:00,"15,99","0,14","0,24","1468,77"
723,17.05.2024 17:00:00,"16,02","0,15","0,26","1468,89"
724,17.05.2024 19:00:00,"16,02","0,14","0,24","1468,87"
725,17.05.2024 21:00:00,"16,08","0,15","0,26","1469,10"
726,17.05.2024 23:00:00,"16,11","0,14","0,24","1469,19"
727,18.05.2024 01:00:00,"16,14","0,14","0,24","1469,29"
728,18.05.2024 03:00:00,"16,17","0,14","0,24","1469,39"
729,18.05.2024 05:00:00,"16,17","0,14","0,24","1469,39"
730,18.05.2024 07:00:00,"16,20","0,14","0,24","1469,50"
731,18.05.2024 09:00:00,"16,20","0,15","0,26","1469,52"
732,18.05.2024 11:00:00,"16,17","0,14","0,24","1469,39"
733,18.05.2024 13:00:00,"16,17","0,15","0,26","1469,41"
734,18.05.2024 15:00:00,"16,23","0,14","0,24","1469,60"
735,18.05.2024 17:00:00,"16,26","0,14","0,24","1469,71"
736,18.05.2024 19:00:00,"16,26","0,14","0,24","1469,71"
737,18.05.2024 21:00:00,"16,26","0,14","0,24","1469,71"
738,18.05.2024 23:00:00,"16,26","0,14","0,24","1469,71"
739,19.05.2024 01:00:00,"16,32","0,14","0,24","1469,91"
740,19.05.2024 03:00:00,"16,32","0,14","0,24","1469,91"
741,19.05.2024 05:00:00,"16,32","0,14","0,24","1469,91"
742,19.05.2024 07:00:00,"16,29","0,14","0,24","1469,81"
743,19.05.2024 09:00:00,"16,29","0,14","0,24","1469,81"
744,19.05.2024 11:00:00,"16,26","0,15","0,26","1469,72"
745,19.05.2024 13:00:00,"16,23","0,14","0,24","1469,60"
746,19.05.2024 15:00:00,"16,23","0,14","0,24","1469,60"
747,19.05.2024 17:00:00,"16,26","0,14","0,24","1469,71"
748,19.05.2024 19:00:00,"16,26","0,15","0,26","1469,72"
749,19.05.2024 21:00:00,"16,26","0,15","0,26","1469,72"
750,19.05.2024 23:00:00,"16,20","0,14","0,24","1469,50"
751,20.05.2024 01:00:00,"16,20","0,14","0,24","1469,50"
752,20.05.2024 03:00:00,"16,20","0,14","0,24","1469,50"
753,20.05.2024 05:00:00,"16,20","0,14","0,24","1469,50"
754,20.05.2024 07:00:00,"16,14","0,15","0,26","1469,31"
755,20.05.2024 09:00:00,"16,11","0,14","0,24","1469,19"
